(0.23076923,0),
(0.30769232,1),
(0.3846154,2),
(0.3846154,3),
(0.46153846,4),
(0.46153846,5),
(0.61538464,6),
(0.61538464,7),
(0.61538464,8),
(0.6923077,9),
(0.7692308,10),
(0.7692308,11),
(0.7692308,12),
(0.7692308,13),
(0.84615386,14),
(0.84615386,15),
(0.9230769,16),
(0.84615386,17),
(0.84615386,18),
(0.9230769,19),
(0.9230769,20),
(0.9230769,21),
(0.9230769,22),
(0.9230769,23),
(1.0,24),
